"","estimate","estimate1","estimate2","statistic","p.value","parameter","conf.low","conf.high","method","alternative"
"1",1.35964912280702,32.0263157894737,30.6666666666667,0.499012284471658,0.619175226898484,78,-4.06477339139759,6.78407163701162,"Two Sample t-test","two.sided"
"2",-1.62485481997678,78.7560975609756,80.3809523809524,-0.709917301705522,0.479794211270808,81,-6.17883794610132,2.92912830614777,"Two Sample t-test","two.sided"
