plex..Capitavation.,plex..Challenge.,plex..Competition.,plex..Completion.,plex..Discovery.,plex..Progression.,plex..Exploration.,plex..Fantasy.,plex..Humor.,plex..Nurture.,plex..Relaxation.,plex..Sensation.,game.10.8024998245614,game.13.9106595,game.14.6389190140845,game.16.5747867117117,game.10.7521764705882,game.11.1109063636364,game.10.6229093047035,game.11.7852685534591,game.10.1751512121212,game.10.0751445783133,game.11.2380714912281,game.12.2663713836478,ctr.9.64258833333333,ctr.5.421048,ctr.7.29116634615385,ctr.5.65455775577558,ctr.8.59868076923077,ctr.8.85299769230769,ctr.5.50919444444444,ctr.7.94791425120773,ctr.10.3167602777778,ctr.10.4500820652174,ctr.9.53081936026936,ctr.7.20882874396135,t.c.t....0.620983362839979.,t.c.t....4.80114410906836.,t.c.t....4.05285970800587.,t.c.t....6.45014267112475.,t.c.t....0.964662756535856.,t.c.t....1.17585232383007.,t.c.t....1.39513170562514.,t.c.t....2.03714376785379.,t.c.t...0.0705722733071845.,t.c.t...0.201005232265087.,t.c.t....0.910594831115467.,t.c.t....2.70896261075313.,pval.0.535427871429228,pval.3.3979959144448e.06,pval.7.63318937316663e.05,pval.1.07900260276347e.09,pval.0.336060270084519,pval.0.241269492614356,pval.0.164764574319868,pval.0.0431593452158111,pval.0.943819691089201,pval.0.840930609014588,pval.0.363775888014326,pval.0.0074280481676815,df
Capitavation,Challenge,Competition,Completion,Discovery,Progression,Exploration,Fantasy,Humor,Nurture,Relaxation,Sensation,10.802499824561403,13.9106595,14.638919014084507,16.574786711711713,10.752176470588235,11.110906363636364,10.622909304703477,11.785268553459119,10.175151212121213,10.075144578313253,11.23807149122807,12.2663713836478,9.642588333333334,5.421048,7.2911663461538465,5.654557755775578,8.59868076923077,8.852997692307692,5.509194444444445,7.947914251207729,10.316760277777778,10.45008206521739,9.53081936026936,7.2088287439613525,-0.6209833628399786,-4.80114410906836,-4.052859708005869,-6.4501426711247545,-0.9646627565358563,-1.1758523238300715,-1.3951317056251407,-2.0371437678537907,0.07057227330718449,0.20100523226508696,-0.9105948311154667,-2.7089626107531335,0.5354278714292282,3.397995914444796e-6,7.633189373166631e-5,1.0790026027634664e-9,0.3360602700845189,0.24126949261435612,0.1647645743198677,0.04315934521581113,0.9438196910892007,0.8409306090145884,0.3637758880143259,0.007428048167681504,173
